t,j,m,price
2017/2018,56205101,,0.022575
2017/2018,56205130,,0.769666
2017/2018,56205150,,0.139976
2017/2018,56205170,,0.145994
2017/2018,56205190,,0.141963
2017/2018,56205205,,0.61633
2017/2018,56205210,,0.738741
2017/2018,56205215,,0.61633
2017/2018,56205300,,0.429349
2017/2018,56205320,,0.103095
2017/2018,56205330,,0.103095
2017/2018,56205340,,0.264905
2017/2018,56207005,,0.081223
2017/2018,56207016,,0.070414
2017/2018,56207017,,0.081223
2017/2018,56207022,,0.174412
2017/2018,56207023,,0.183347
2017/2018,56207027,,0.256159
2017/2018,56207030,,0.095958
2017/2018,56207060,,0.115908
2017/2018,56207094,,0.196174
2017/2018,56207095,,0.186599
2017/2018,56207110,,0.205169
2017/2018,56207120,,0.216012
2017/2018,56207130,,0.205169
2017/2018,56207160,,0.461614
2017/2018,56207200,,0.064303
2017/2018,56207210,,0.075222
2017/2018,56208500,,0.117815
2017/2018,56208510,,0.127324
2017/2018,57000100,,0.688898
2017/2018,57100100,,0.669138
2017/2018,57101000,,0.785878
2017/2018,57103000,,0.79845
2017/2018,57104000,,0.724265
2017/2018,57106050,,0.827992
2017/2018,57106260,,0.768682
2017/2018,57117000,,0.560351
2017/2018,57119000,,0.589634
2017/2018,57120000,,0.625936
2017/2018,57123000,,0.755575
2017/2018,57124050,,0.881249
2017/2018,57124200,,0.650474
2017/2018,57125000,,0.676973
2017/2018,57125010,,1.228155
2017/2018,57126000,,0.667818
2017/2018,57127000,,0.667555
2017/2018,57128000,,0.666437
2017/2018,57130000,,0.690133
2017/2018,57134000,,0.623314
2017/2018,57135000,,0.623314
2017/2018,57137000,,0.866744
2017/2018,57143000,,0.889094
2017/2018,57143500,,0.827992
2017/2018,57148000,,0.937412
2017/2018,57206700,,0.879744
2017/2018,57206715,,1.009071
2017/2018,57207000,,0.482207
2017/2018,57208000,,0.843843
2017/2018,57213000,,0.724208
2017/2018,57213010,,1.23975
2017/2018,57213850,,0.681873
2017/2018,57214000,,0.576763
2017/2018,57221700,,0.397504
2017/2018,57221810,,0.61972
2017/2018,57223000,,0.641542
2017/2018,57227000,,1.009722
2017/2018,57228000,,1.009722
2017/2018,57229000,,0.686831
2017/2018,57237100,,0.623858
2017/2018,57237200,,0.599773
2017/2018,57237300,,0.599773
2017/2018,57238000,,0.66362
2017/2018,57241000,,0.676429
2017/2018,57243000,,0.679512
2017/2018,57301500,,1.189181
2017/2018,57301505,,0.757148
2017/2018,57301511,,0.79603
2017/2018,57301512,,0.79603
2017/2018,57301530,,0.906183
2017/2018,57303100,,0.866744
2017/2018,57303105,,0.943871
2017/2018,57303200,,0.825364
2017/2018,57304100,,0.61472
2017/2018,57305100,,0.71716
2017/2018,57305150,,0.54413
2017/2018,57305165,,0.51733
2017/2018,57305170,,0.548484
2017/2018,57305174,,0.464291
2017/2018,57305175,,0.520443
2017/2018,57305210,,0.440977
2017/2018,57305300,,0.51995
2017/2018,57305400,,0.609345
2017/2018,57305600,,0.54413
2017/2018,57306500,,0.473597
2017/2018,57306800,,0.533625
2017/2018,57308190,,0.801797
2017/2018,57308400,,0.856413
2017/2018,57309100,,1.009722
2017/2018,57316385,,0.804791
2017/2018,57316450,,0.817154
2017/2018,57316710,,0.775954
2017/2018,57327500,,0.725162
2017/2018,57329000,,0.586297
2017/2018,57330000,,0.524177
2017/2018,57330010,,0.5914
2017/2018,57331000,,0.485567
2017/2018,57332100,,0.813387
2017/2018,57335550,,0.64569
2017/2018,57336000,,0.82781
2017/2018,57337000,,0.416582
2017/2018,57339000,,0.786786
2017/2018,57339500,,0.822786
2017/2018,57340000,,1.573289
2017/2018,57341300,,1.089237
2017/2018,57344000,,0.800496
2017/2018,57344005,,0.774625
2017/2018,57344010,,0.862593
2017/2018,57344025,,0.793461
2017/2018,57347000,,0.75278
2017/2018,57348000,,0.388996
2017/2018,57349000,,0.591923
2017/2018,57355000,,0.598681
2017/2018,57401100,,0.510873
2017/2018,57407100,,0.79256
2017/2018,57411000,,0.744391
2017/2018,57412000,,1.297135
2017/2018,57416000,,1.946129
2017/2018,57416010,,0.679512
2017/2018,57417000,,0.565677
2017/2018,57418000,,0.950491
2017/2018,57601100,,0.574934
2017/2018,57602100,,0.433131
2017/2018,57602500,,0.632903
2017/2018,57803000,,1.080216
2017/2018,57804000,,1.059358
2017/2018,57805000,,1.024092
2017/2018,57806050,,1.002761
2017/2018,57823000,,0.884878
2017/2018,58100000,,0.489494
2017/2018,58100010,,0.542817
2017/2018,58100013,,0.891155
2017/2018,58100015,,0.52723
2017/2018,58100017,,0.542755
2017/2018,58100020,,0.492081
2017/2018,58100100,,0.95848
2017/2018,58100120,,0.72831
2017/2018,58100125,,0.411315
2017/2018,58100135,,0.883815
2017/2018,58100140,,0.687768
2017/2018,58100145,,0.62856
2017/2018,58100160,,0.685665
2017/2018,58100165,,0.653027
2017/2018,58100200,,0.748
2017/2018,58100235,,0.696272
2017/2018,58100255,,0.578382
2017/2018,58100300,,0.485712
2017/2018,58100320,,0.513281
2017/2018,58100325,,0.576833
2017/2018,58100330,,0.479399
2017/2018,58100360,,0.734684
2017/2018,58100370,,0.782391
2017/2018,58100520,,1.089839
2017/2018,58100530,,0.975375
2017/2018,58100535,,1.024366
2017/2018,58100620,,1.084114
2017/2018,58100625,,0.408392
2017/2018,58100630,,0.967073
2017/2018,58100635,,0.967129
2017/2018,58100720,,1.583031
2017/2018,58100800,,1.925738
2017/2018,58100805,,0.51928
2017/2018,58101320,,0.83408
2017/2018,58101323,,0.841583
2017/2018,58101325,,0.786862
2017/2018,58101345,,0.706286
2017/2018,58101347,,0.841583
2017/2018,58101350,,0.679418
2017/2018,58101357,,0.804723
2017/2018,58101450,,0.631778
2017/2018,58101457,,1.025778
2017/2018,58101460,,0.602907
2017/2018,58101520,,0.780556
2017/2018,58101525,,0.722442
2017/2018,58101540,,1.125642
2017/2018,58101555,,0.927022
2017/2018,58101610,,0.401536
2017/2018,58101615,,0.405221
2017/2018,58101620,,0.536925
2017/2018,58101630,,0.528097
2017/2018,58101635,,0.487998
2017/2018,58101725,,0.468557
2017/2018,58101730,,0.632011
2017/2018,58101733,,0.788784
2017/2018,58101735,,0.594368
2017/2018,58101745,,0.610311
2017/2018,58101750,,0.57248
2017/2018,58101830,,0.961895
2017/2018,58101930,,0.6461
2017/2018,58101935,,0.589504
2017/2018,58101940,,0.518814
2017/2018,58101945,,0.619855
2017/2018,58101950,,0.57053
2017/2018,58101955,,0.508359
2017/2018,58103120,,0.763741
2017/2018,58103130,,0.962352
2017/2018,58103250,,1.117639
2017/2018,58103310,,0.430745
2017/2018,58104090,,0.582384
2017/2018,58104120,,2.438909
2017/2018,58104130,,0.785397
2017/2018,58104150,,0.66195
2017/2018,58104160,,0.667038
2017/2018,58104180,,0.75364
2017/2018,58104260,,1.214265
2017/2018,58104270,,0.381296
2017/2018,58104280,,0.613527
2017/2018,58104320,,0.534696
2017/2018,58104340,,0.54815
2017/2018,58104500,,0.509466
2017/2018,58104530,,0.715419
2017/2018,58104550,,0.542903
2017/2018,58104710,,0.674101
2017/2018,58104720,,0.70509
2017/2018,58104730,,0.804168
2017/2018,58104740,,0.689074
2017/2018,58104745,,0.869464
2017/2018,58104750,,0.660145
2017/2018,58104760,,0.764089
2017/2018,58104770,,0.674434
2017/2018,58104800,,0.854226
2017/2018,58104820,,0.827068
2017/2018,58104825,,0.854226
2017/2018,58104830,,0.818918
2017/2018,58104835,,0.85696
2017/2018,58104900,,0.528493
2017/2018,58104905,,0.722903
2017/2018,58105000,,0.553431
2017/2018,58105050,,0.838794
2017/2018,58105105,,1.913642
2017/2018,58105110,,1.830893
2017/2018,58106200,,0.804843
2017/2018,58106205,,1.016494
2017/2018,58106210,,0.804843
2017/2018,58106220,,0.804843
2017/2018,58106225,,0.804843
2017/2018,58106230,,1.016494
2017/2018,58106233,,1.401313
2017/2018,58106234,,1.016494
2017/2018,58106235,,0.804843
2017/2018,58106236,,1.014283
2017/2018,58106250,,0.838037
2017/2018,58106260,,0.697587
2017/2018,58106300,,1.357658
2017/2018,58106305,,0.786425
2017/2018,58106320,,1.357658
2017/2018,58106325,,1.357658
2017/2018,58106330,,0.786425
2017/2018,58106345,,1.357658
2017/2018,58106347,,1.357658
2017/2018,58106358,,0.862743
2017/2018,58106359,,0.862743
2017/2018,58106360,,0.862743
2017/2018,58106512,,0.72667
2017/2018,58106514,,0.814944
2017/2018,58106516,,0.783541
2017/2018,58106540,,0.814944
2017/2018,58106550,,0.72667
2017/2018,58106555,,0.814944
2017/2018,58106560,,0.783541
2017/2018,58106565,,1.333078
2017/2018,58106570,,0.778138
2017/2018,58106578,,0.778138
2017/2018,58106580,,0.783526
2017/2018,58106602,,0.731874
2017/2018,58106604,,0.673947
2017/2018,58106610,,0.673947
2017/2018,58106620,,0.731874
2017/2018,58106625,,0.673947
2017/2018,58106630,,0.655526
2017/2018,58106633,,1.217636
2017/2018,58106635,,0.732045
2017/2018,58106636,,0.657754
2017/2018,58106650,,0.629758
2017/2018,58106655,,0.647904
2017/2018,58106700,,0.716628
2017/2018,58106702,,0.81475
2017/2018,58106720,,0.716628
2017/2018,58106725,,0.81475
2017/2018,58106730,,0.628249
2017/2018,58106736,,1.092277
2017/2018,58106737,,0.628338
2017/2018,58106738,,0.656562
2017/2018,58106750,,0.862743
2017/2018,58106755,,0.703131
2017/2018,58106760,,0.716155
2017/2018,58107205,,1.508079
2017/2018,58107212,,1.407933
2017/2018,58107222,,0.87108
2017/2018,58108000,,1.638042
2017/2018,58108010,,1.305776
2017/2018,58108050,,0.57886
2017/2018,58109015,,0.804843
2017/2018,58109020,,0.834381
2017/2018,58109030,,0.778138
2017/2018,58109050,,1.354513
2017/2018,58109120,,2.279729
2017/2018,58109130,,2.279729
2017/2018,58109140,,2.449304
2017/2018,58109210,,0.782261
2017/2018,58110110,,1.079306
2017/2018,58110120,,1.160238
2017/2018,58110130,,0.936765
2017/2018,58110170,,0.923326
2017/2018,58110200,,0.936765
2017/2018,58111110,,1.306565
2017/2018,58111120,,1.720173
2017/2018,58111130,,0.852179
2017/2018,58112510,,2.053436
2017/2018,58116110,,0.476006
2017/2018,58116115,,0.500952
2017/2018,58116120,,1.012222
2017/2018,58116210,,0.827237
2017/2018,58116310,,0.381125
2017/2018,58117110,,0.697732
2017/2018,58117310,,0.54007
2017/2018,58117410,,1.026333
2017/2018,58121510,,0.889376
2017/2018,58121620,,0.479637
2017/2018,58122210,,0.930368
2017/2018,58122220,,0.474635
2017/2018,58122330,,0.878944
2017/2018,58124210,,0.997995
2017/2018,58124230,,1.199937
2017/2018,58124250,,1.592708
2017/2018,58124500,,1.928335
2017/2018,58125110,,1.739982
2017/2018,58125120,,1.648994
2017/2018,58126130,,0.750062
2017/2018,58126150,,0.747637
2017/2018,58126160,,0.799989
2017/2018,58126280,,0.938209
2017/2018,58126400,,0.842096
2017/2018,58127310,,1.688899
2017/2018,58127330,,1.002719
2017/2018,58127350,,1.756887
2017/2018,58127500,,0.530807
2017/2018,58128000,,0.437045
2017/2018,58128120,,0.628321
2017/2018,58128250,,0.532523
2017/2018,58130011,,0.765557
2017/2018,58130014,,1.120059
2017/2018,58130015,,0.70197
2017/2018,58130016,,0.691226
2017/2018,58130020,,0.709358
2017/2018,58130320,,1.238777
2017/2018,58131120,,0.50919
2017/2018,58131310,,0.696888
2017/2018,58131323,,0.231062
2017/2018,58131510,,0.54851
2017/2018,58131520,,1.178432
2017/2018,58131523,,0.318749
2017/2018,58131590,,0.838104
2017/2018,58131600,,0.580628
2017/2018,58131610,,0.590567
2017/2018,58133120,,0.802258
2017/2018,58134130,,0.720319
2017/2018,58134650,,0.889799
2017/2018,58134660,,1.4378
2017/2018,58134680,,0.74608
2017/2018,58134710,,0.803823
2017/2018,58134720,,0.995319
2017/2018,58135110,,0.664744
2017/2018,58135120,,0.664744
2017/2018,58136120,,1.036113
2017/2018,58136130,,1.226678
2017/2018,58136150,,0.931611
2017/2018,58137220,,1.735879
2017/2018,58137230,,1.313291
2017/2018,58137240,,1.227276
2017/2018,58137250,,1.598535
2017/2018,58137300,,0.674801
2017/2018,58145110,,0.87181
2017/2018,58145111,,0.87181
2017/2018,58145112,,0.236959
2017/2018,58145117,,0.87181
2017/2018,58145119,,0.22213
2017/2018,58145135,,1.034043
2017/2018,58145136,,0.410157
2017/2018,58145140,,0.814179
2017/2018,58145160,,0.834787
2017/2018,58145170,,0.80908
2017/2018,58145190,,0.7889
2017/2018,58146120,,0.393324
2017/2018,58146160,,0.227406
2017/2018,58146210,,0.31971
2017/2018,58146215,,0.209003
2017/2018,58146221,,0.218893
2017/2018,58146222,,0.203949
2017/2018,58146223,,0.208
2017/2018,58146301,,0.27776
2017/2018,58146302,,0.267503
2017/2018,58146315,,0.3179
2017/2018,58146321,,0.197454
2017/2018,58146322,,0.180802
2017/2018,58146323,,0.185356
2017/2018,58146332,,0.345523
2017/2018,58146333,,1.076559
2017/2018,58146341,,0.288925
2017/2018,58146342,,0.279557
2017/2018,58146343,,0.897309
2017/2018,58146351,,0.336754
2017/2018,58146352,,0.331195
2017/2018,58146361,,0.460285
2017/2018,58146362,,0.464562
2017/2018,58146371,,0.508114
2017/2018,58146372,,0.516199
2017/2018,58146381,,0.307912
2017/2018,58146382,,0.300269
2017/2018,58146383,,0.302227
2017/2018,58146391,,0.331661
2017/2018,58146392,,0.325997
2017/2018,58146402,,0.372145
2017/2018,58146403,,0.909931
2017/2018,58146413,,0.392726
2017/2018,58146421,,0.359228
2017/2018,58146422,,0.355861
2017/2018,58146423,,0.35661
2017/2018,58146432,,0.376495
2017/2018,58146433,,0.376795
2017/2018,58146441,,0.531815
2017/2018,58146442,,0.54283
2017/2018,58146443,,1.417351
2017/2018,58146451,,0.550862
2017/2018,58146452,,0.563464
2017/2018,58146602,,0.208926
2017/2018,58146603,,0.212869
2017/2018,58146612,,0.27248
2017/2018,58146613,,0.275042
2017/2018,58146622,,0.18578
2017/2018,58146623,,0.902936
2017/2018,58146632,,0.3505
2017/2018,58146642,,0.284535
2017/2018,58146652,,0.336173
2017/2018,58146662,,0.46954
2017/2018,58146672,,0.521177
2017/2018,58146682,,0.305247
2017/2018,58146692,,0.330975
2017/2018,58146702,,0.377123
2017/2018,58146732,,0.381473
2017/2018,58147510,,0.157204
2017/2018,58148110,,0.236696
2017/2018,58148111,,0.241962
2017/2018,58148112,,0.241498
2017/2018,58148114,,0.390024
2017/2018,58148117,,0.386034
2017/2018,58148118,,0.244722
2017/2018,58148120,,0.25606
2017/2018,58148130,,0.369556
2017/2018,58148150,,0.627415
2017/2018,58148160,,0.375958
2017/2018,58148170,,1.556626
2017/2018,58148180,,0.351666
2017/2018,58148550,,0.339906
2017/2018,58150100,,0.848877
2017/2018,58150110,,1.155772
2017/2018,58150310,,0.912762
2017/2018,58150320,,0.895532
2017/2018,58150330,,0.895532
2017/2018,58150340,,0.912762
2017/2018,58150510,,0.950678
2017/2018,58150520,,0.468755
2017/2018,58150530,,0.638532
2017/2018,58151100,,3.154645
2017/2018,58151170,,3.109734
2017/2018,58151180,,2.640783
2017/2018,58151190,,2.685147
2017/2018,58151200,,3.273096
2017/2018,58151210,,3.46661
2017/2018,58151220,,3.542717
2017/2018,58151230,,2.681107
2017/2018,58151410,,2.685147
2017/2018,58151420,,3.273096
2017/2018,58151430,,3.46661
2017/2018,58151450,,3.405342
2017/2018,58157300,,0.280456
2017/2018,58157310,,0.3521
2017/2018,58157320,,0.329292
2017/2018,58160100,,0.196046
2017/2018,58160110,,0.18927
2017/2018,58160120,,0.178637
2017/2018,58160132,,0.774057
2017/2018,58160150,,0.133333
2017/2018,58160154,,0.221397
2017/2018,58160156,,0.167804
2017/2018,58160420,,0.173485
2017/2018,58160440,,0.164944
2017/2018,58160460,,0.159932
2017/2018,58160470,,0.154163
2017/2018,58160480,,0.159887
2017/2018,58160500,,0.164064
2017/2018,58160510,,0.16954
2017/2018,58160530,,0.2171
2017/2018,58160540,,0.220954
2017/2018,58160560,,0.216335
2017/2018,58160570,,0.220705
2017/2018,58160580,,0.192555
2017/2018,58160610,,0.21922
2017/2018,58160620,,0.215074
2017/2018,58160640,,0.188419
2017/2018,58160670,,0.215316
2017/2018,58160700,,0.162467
2017/2018,58160710,,0.157446
2017/2018,58160720,,0.16247
2017/2018,58160800,,0.182162
2017/2018,58160810,,0.171012
2017/2018,58161320,,0.239193
2017/2018,58161322,,0.27132
2017/2018,58161420,,0.255515
2017/2018,58161430,,0.253527
2017/2018,58161434,,0.253527
2017/2018,58161435,,0.245161
2017/2018,58161442,,0.24969
2017/2018,58161444,,0.252792
2017/2018,58161462,,0.28726
2017/2018,58161464,,0.289439
2017/2018,58161470,,0.296794
2017/2018,58161472,,0.294508
2017/2018,58161480,,0.26854
2017/2018,58161500,,0.269565
2017/2018,58161502,,0.266755
2017/2018,58161510,,2.047909
2017/2018,58161534,,0.247471
2017/2018,58162090,,0.922243
2017/2018,58162110,,0.79231
2017/2018,58162120,,0.401626
2017/2018,58162140,,0.406949
2017/2018,58162310,,0.237167
2017/2018,58163130,,0.25752
2017/2018,58163310,,0.810733
2017/2018,58163330,,0.297901
2017/2018,58163380,,0.18291
2017/2018,58163405,,0.411437
2017/2018,58163410,,0.399779
2017/2018,58163420,,0.397907
2017/2018,58163430,,0.39926
2017/2018,58163450,,0.683145
2017/2018,58164500,,0.191026
2017/2018,58164510,,0.186606
2017/2018,58164530,,0.213751
2017/2018,58164540,,0.209756
2017/2018,58164840,,0.280901
2017/2018,58165000,,0.226625
2017/2018,58165010,,0.223651
2017/2018,58165020,,0.226625
2017/2018,58165040,,0.242243
2017/2018,58165060,,0.256778
2017/2018,58165070,,0.254262
2017/2018,58165080,,0.256778
2017/2018,58165400,,0.282142
2017/2018,58165470,,0.307686
2017/2018,58165480,,0.309199
2017/2018,58174000,,0.278403
2017/2018,58174100,,0.503233
2017/2018,58175000,,0.303219
2017/2018,58175110,,1.151176
2017/2018,58200250,,2.019328
2017/2018,58201005,,0.361055
2017/2018,58201015,,0.369509
2017/2018,58201025,,0.369509
2017/2018,58201045,,0.470613
2017/2018,58301050,,0.920316
2017/2018,58302000,,1.09369
2017/2018,58302050,,0.892224
2017/2018,58302080,,0.984241
2017/2018,58304010,,0.700785
2017/2018,58304060,,0.900747
2017/2018,58304200,,1.150036
2017/2018,58305250,,0.902054
2017/2018,58310310,,0.974773
2017/2018,58400000,,0.26436
2017/2018,58400100,,0.165718
2017/2018,58401010,,0.354469
2017/2018,58402010,,0.299453
2017/2018,58403010,,0.299359
2017/2018,58403040,,0.299359
2017/2018,58403050,,0.340714
2017/2018,58403060,,0.286103
2017/2018,58403100,,0.151144
2017/2018,58404030,,0.351978
2017/2018,58404100,,0.108725
2017/2018,58404520,,0.346399
2017/2018,58407010,,0.137084
2017/2018,58407030,,0.050352
2017/2018,58407035,,0.050179
2017/2018,58408010,,1.539973
2017/2018,58408500,,0.489542
2017/2018,58409000,,0.601536
2017/2018,58421010,,0.585386
2017/2018,58421020,,0.585386
2017/2018,59003000,,1.995465
2017/2018,61100600,,0.369438
2017/2018,61101010,,0.49463
2017/2018,61113010,,0.838227
2017/2018,61116010,,0.4208
2017/2018,61119010,,0.369438
2017/2018,61122300,,0.427141
2017/2018,61122320,,0.489436
2017/2018,61122330,,0.368786
2017/2018,61125010,,0.442439
2017/2018,61201220,,0.180317
2017/2018,61204000,,0.383257
2017/2018,61204010,,0.383257
2017/2018,61207000,,0.613957
2017/2018,61207010,,0.613957
2017/2018,61207200,,0.613957
2017/2018,61210000,,0.180944
2017/2018,61210010,,0.180944
2017/2018,61210220,,0.18115
2017/2018,61210250,,0.181187
2017/2018,61210620,,0.154019
2017/2018,61210820,,0.154019
2017/2018,61213800,,0.183221
2017/2018,62101050,,1.415006
2017/2018,62101100,,3.829239
2017/2018,62104100,,1.547966
2017/2018,62105000,,3.311929
2017/2018,62106000,,2.554404
2017/2018,62107200,,1.407253
2017/2018,62108100,,1.263675
2017/2018,62109100,,1.137705
2017/2018,62110100,,1.278323
2017/2018,62113100,,1.391335
